Unnamed: 0,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,SimillarHTTP, Inbound, Label,attack_type
108266,172.16.0.5-192.168.50.1-58050-58050-6,172.16.0.5,58050,192.168.50.1,58050,6,2018-12-01 13:34:31.837590,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,TFTP,TFTP
105850,172.16.0.5-192.168.50.1-5123-22732-6,172.16.0.5,5123,192.168.50.1,22732,6,2018-12-01 13:34:31.778813,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,TFTP,TFTP
47879,172.16.0.5-192.168.50.1-50865-53836-6,172.16.0.5,50865,192.168.50.1,53836,6,2018-12-01 13:34:28.597382,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,TFTP,TFTP
119272,172.16.0.5-192.168.50.1-17683-17683-6,172.16.0.5,17683,192.168.50.1,17683,6,2018-12-01 13:34:36.191314,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,TFTP,TFTP
127903,172.16.0.5-192.168.50.1-13716-42025-6,172.16.0.5,13716,192.168.50.1,42025,6,2018-12-01 13:34:33.173681,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,TFTP,TFTP
245431,172.16.0.5-192.168.50.1-43771-21222-6,172.16.0.5,43771,192.168.50.1,21222,6,2018-12-01 13:30:38.070812,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Syn,Syn
448739,172.16.0.5-192.168.50.1-17434-59806-6,172.16.0.5,17434,192.168.50.1,59806,6,2018-12-01 13:30:33.686646,109,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36697.247706422015,36.33333333333333,61.19912853410033,107.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,18348.623853211007,18348.623853211007,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,2,0,5840,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Syn,Syn
666293,172.16.0.5-192.168.50.1-61588-61588-6,172.16.0.5,61588,192.168.50.1,61588,6,2018-12-01 13:30:31.993078,110210596,16,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1814707544091314,5800557.684210528,7924798.696864203,20084756.0,1.0,110210596.0,7347373.066666666,8280666.784451285,20084756.0,1.0,14640439.0,4880146.333333334,8452659.665653488,14640437.0,1.0,0,0,0,0,320,80,0.1451766035273051,0.0362941508818262,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,320,0,0,0,0,0,0,16,0,4,0,5840,0,0,20,19.0,30.708305065568176,71.0,1.0,15744351.714285716,2399113.1043360387,20084756.0,13443372.0,0,1,Syn,Syn
66487,172.16.0.5-192.168.50.1-16857-7005-6,172.16.0.5,16857,192.168.50.1,7005,6,2018-12-01 13:30:33.595280,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Syn,Syn
403306,172.16.0.5-192.168.50.1-19066-19066-6,172.16.0.5,19066,192.168.50.1,19066,6,2018-12-01 13:30:35.916350,106964100,14,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1495828974394212,7130940.000000001,9816058.937111732,25817738.0,0.0,106964100.0,8228007.692307693,10130916.159034492,25817738.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,280,40,0.1308850352594936,0.0186978621799276,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,280,0,0,0,0,0,0,14,0,2,0,5840,0,0,20,38.75,49.033152050424,104.0,1.0,17827316.166666668,6400711.707256231,25817738.0,10787414.0,0,1,Syn,Syn
56943,172.16.0.5-192.168.50.1-56124-53642-17,172.16.0.5,56124,192.168.50.1,53642,17,2018-12-01 12:36:57.775541,214429,6,0,2088.0,0.0,393.0,321.0,348.0,35.08845964131227,0.0,0.0,0.0,0.0,9737.488865778416,27.98128984419085,42885.8,58755.32387111825,109993.0,1.0,214429.0,42885.8,58755.32387111825,109993.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-6,0,27.98128984419085,0.0,321.0,393.0,344.1428571428572,33.61759743263722,1130.1428571428569,0,0,0,0,0,0,0,0,0.0,401.5,348.0,0.0,-6,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_UDP,DrDoS_UDP
51922,172.16.0.5-192.168.50.1-53068-48957-17,172.16.0.5,53068,192.168.50.1,48957,17,2018-12-01 12:37:15.988909,217042,6,0,2088.0,0.0,393.0,321.0,348.0,35.08845964131227,0.0,0.0,0.0,0.0,9620.257830281696,27.64441905253361,43408.4,59447.22692691393,110103.0,2.0,217042.0,43408.4,59447.22692691393,110103.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,192,0,27.644419052533607,0.0,321.0,393.0,344.1428571428572,33.61759743263722,1130.1428571428569,0,0,0,0,0,0,0,0,0.0,401.5,348.0,0.0,192,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_UDP,DrDoS_UDP
31134,172.16.0.5-192.168.50.1-46897-25942-17,172.16.0.5,46897,192.168.50.1,25942,17,2018-12-01 12:37:01.223853,1,2,0,750.0,0.0,375.0,375.0,375.0,0.0,0.0,0.0,0.0,0.0,750000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-2,0,2000000.0,0.0,375.0,375.0,375.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,562.5,375.0,0.0,-2,0,0,0,0,0,0,2,750,0,0,-1,-1,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_UDP,DrDoS_UDP
47136,172.16.0.5-192.168.50.1-36024-44002-17,172.16.0.5,36024,192.168.50.1,44002,17,2018-12-01 12:37:07.518463,38,2,0,766.0,0.0,383.0,383.0,383.0,0.0,0.0,0.0,0.0,0.0,20157894.736842103,52631.57894736842,38.0,0.0,38.0,38.0,38.0,38.0,0.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,750,0,52631.57894736842,0.0,383.0,383.0,383.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,574.5,383.0,0.0,750,0,0,0,0,0,0,2,766,0,0,-1,-1,1,375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_UDP,DrDoS_UDP
74736,172.16.0.5-192.168.50.1-46583-20896-17,172.16.0.5,46583,192.168.50.1,20896,17,2018-12-01 12:36:58.059292,1,2,0,766.0,0.0,383.0,383.0,383.0,0.0,0.0,0.0,0.0,0.0,766000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-2,0,2000000.0,0.0,383.0,383.0,383.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,574.5,383.0,0.0,-2,0,0,0,0,0,0,2,766,0,0,-1,-1,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_UDP,DrDoS_UDP
77281,172.16.0.5-192.168.50.1-672-56277-17,172.16.0.5,672,192.168.50.1,56277,17,2018-12-01 12:25:51.158607,3,2,0,2944.0,0.0,1472.0,1472.0,1472.0,0.0,0.0,0.0,0.0,0.0,981333333.3333333,666666.6666666666,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,10,0,666666.6666666665,0.0,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,2208.0,1472.0,0.0,10,0,0,0,0,0,0,2,2944,0,0,-1,-1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_SSDP,DrDoS_SSDP
31710,172.16.0.5-192.168.50.1-58571-25781-17,172.16.0.5,58571,192.168.50.1,25781,17,2018-12-01 12:27:03.438181,2,2,0,750.0,0.0,375.0,375.0,375.0,0.0,0.0,0.0,0.0,0.0,375000000.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,88,0,1000000.0,0.0,375.0,375.0,375.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,562.5,375.0,0.0,88,0,0,0,0,0,0,2,750,0,0,-1,-1,1,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_SSDP,DrDoS_SSDP
18012,172.16.0.5-192.168.50.1-672-45506-17,172.16.0.5,672,192.168.50.1,45506,17,2018-12-01 12:26:35.633750,2,2,0,2446.0,0.0,1223.0,1223.0,1223.0,0.0,0.0,0.0,0.0,0.0,1223000000.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,1000000.0,0.0,1223.0,1223.0,1223.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1834.5,1223.0,0.0,40,0,0,0,0,0,0,2,2446,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_SSDP,DrDoS_SSDP
69302,172.16.0.5-192.168.50.1-56222-27321-17,172.16.0.5,56222,192.168.50.1,27321,17,2018-12-01 12:27:11.085474,107874,4,0,1398.0,0.0,369.0,330.0,349.5,22.516660498395403,0.0,0.0,0.0,0.0,12959.563935702765,37.08029738398502,35958.0,62278.48486435745,107871.0,1.0,107874.0,35958.0,62278.48486435745,107871.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,37.080297383985034,0.0,330.0,369.0,345.6,21.36117974270148,456.3,0,0,0,0,0,0,0,0,0.0,432.0,349.5,0.0,0,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_SSDP,DrDoS_SSDP
47700,172.16.0.5-192.168.50.1-891-60283-17,172.16.0.5,891,192.168.50.1,60283,17,2018-12-01 12:23:15.403032,1,2,0,2764.0,0.0,1382.0,1382.0,1382.0,0.0,0.0,0.0,0.0,0.0,2764000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-2125437950,0,2000000.0,0.0,1382.0,1382.0,1382.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,2073.0,1382.0,0.0,-2125437950,0,0,0,0,0,0,2,2764,0,0,-1,-1,1,-1062718975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_SSDP,DrDoS_SSDP
48826,172.16.0.5-192.168.50.1-927-35026-17,172.16.0.5,927,192.168.50.1,35026,17,2018-12-01 12:00:21.868329,1,2,0,458.0,0.0,229.0,229.0,229.0,0.0,0.0,0.0,0.0,0.0,458000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,229.0,229.0,229.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,343.5,229.0,0.0,40,0,0,0,0,0,0,2,458,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_SNMP,DrDoS_SNMP
128967,172.16.0.5-192.168.50.1-847-25704-17,172.16.0.5,847,192.168.50.1,25704,17,2018-12-01 12:00:22.016429,2,2,0,458.0,0.0,229.0,229.0,229.0,0.0,0.0,0.0,0.0,0.0,229000000.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,1000000.0,0.0,229.0,229.0,229.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,343.5,229.0,0.0,40,0,0,0,0,0,0,2,458,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_SNMP,DrDoS_SNMP
138521,172.16.0.5-192.168.50.1-624-36442-17,172.16.0.5,624,192.168.50.1,36442,17,2018-12-01 12:00:26.324899,1,2,0,494.0,0.0,247.0,247.0,247.0,0.0,0.0,0.0,0.0,0.0,494000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2000000.0,0.0,247.0,247.0,247.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,370.5,247.0,0.0,0,0,0,0,0,0,0,2,494,0,0,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_SNMP,DrDoS_SNMP
130290,172.16.0.5-192.168.50.1-648-32289-17,172.16.0.5,648,192.168.50.1,32289,17,2018-12-01 12:00:24.072848,1,2,0,458.0,0.0,229.0,229.0,229.0,0.0,0.0,0.0,0.0,0.0,458000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2000000.0,0.0,229.0,229.0,229.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,343.5,229.0,0.0,0,0,0,0,0,0,0,2,458,0,0,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_SNMP,DrDoS_SNMP
